model,step,loss,accuracy,gate_rate
transformer,50,3.959530830383301,0.03125,0
transformer,100,2.591069221496582,0.46875,0
transformer,150,1.1544928550720215,0.6875,0
transformer,200,0.19424930214881897,0.96875,0
transformer,250,0.04067966714501381,1.0,0
transformer,300,0.014573659747838974,1.0,0
transformer,350,0.005572692956775427,1.0,0
transformer,400,0.010749511420726776,1.0,0
transformer,450,0.09752865880727768,0.96875,0
transformer,500,0.004812472499907017,1.0,0
transformer,550,0.004848509095609188,1.0,0
transformer,600,0.0021887614857405424,1.0,0
transformer,650,0.0022636186331510544,1.0,0
transformer,700,0.0020057959482073784,1.0,0
transformer,750,0.023810982704162598,1.0,0
transformer,800,0.08884556591510773,0.96875,0
transformer,850,0.0015919648576527834,1.0,0
transformer,900,0.0029249978251755238,1.0,0
transformer,950,0.000714492576662451,1.0,0
transformer,1000,4.226860046386719,0.34375,0
transformer,1050,2.5011610984802246,0.40625,0
transformer,1100,2.0602171421051025,0.40625,0
transformer,1150,2.2805089950561523,0.40625,0
transformer,1200,1.2998183965682983,0.5625,0
transformer,1250,1.078720211982727,0.6875,0
transformer,1300,0.6462621092796326,0.875,0
transformer,1350,0.19816528260707855,0.96875,0
transformer,1400,0.05192800238728523,1.0,0
transformer,1450,0.20358116924762726,0.96875,0
transformer,1500,0.047042738646268845,1.0,0
transformer,1550,0.053429365158081055,0.96875,0
transformer,1600,0.05007579177618027,1.0,0
transformer,1650,0.0147712342441082,1.0,0
transformer,1700,0.10271788388490677,0.96875,0
transformer,1750,0.009418156929314137,1.0,0
transformer,1800,0.04273927956819534,0.96875,0
transformer,1850,0.014128055423498154,1.0,0
transformer,1900,0.022754523903131485,1.0,0
transformer,1950,0.0029764838982373476,1.0,0
transformer,2000,0.0030840400140732527,1.0,0
transformer,2050,0.0023666848428547382,1.0,0
transformer,2100,0.014759818091988564,1.0,0
transformer,2150,0.008158965967595577,1.0,0
transformer,2200,0.004184059798717499,1.0,0
transformer,2250,0.01113066729158163,1.0,0
transformer,2300,0.004511220846325159,1.0,0
transformer,2350,0.017214812338352203,1.0,0
transformer,2400,0.003136133775115013,1.0,0
transformer,2450,0.12431351840496063,0.96875,0
transformer,2500,0.0047418284229934216,1.0,0
transformer,2550,0.0377998985350132,1.0,0
transformer,2600,0.006953075062483549,1.0,0
transformer,2650,0.0036884185392409563,1.0,0
transformer,2700,0.0020993745420128107,1.0,0
transformer,2750,0.002339082770049572,1.0,0
transformer,2800,0.006598304957151413,1.0,0
transformer,2850,0.0033732005394995213,1.0,0
transformer,2900,0.003449424635618925,1.0,0
transformer,2950,0.0016032001003623009,1.0,0
transformer,3000,3.2019195556640625,0.3125,0
transformer,3050,1.9084316492080688,0.53125,0
transformer,3100,1.0237699747085571,0.75,0
transformer,3150,0.6045971512794495,0.875,0
transformer,3200,0.1622132658958435,0.9375,0
transformer,3250,0.017552198842167854,1.0,0
transformer,3300,0.026380101218819618,1.0,0
transformer,3350,0.1642201989889145,0.96875,0
transformer,3400,0.014074555598199368,1.0,0
transformer,3450,0.0032691936939954758,1.0,0
transformer,3500,0.013285712338984013,1.0,0
transformer,3550,0.005646797362715006,1.0,0
transformer,3600,0.00398823618888855,1.0,0
transformer,3650,0.004461593925952911,1.0,0
transformer,3700,0.03511790558695793,1.0,0
transformer,3750,0.015346157364547253,1.0,0
transformer,3800,0.004887015093117952,1.0,0
transformer,3850,0.015264510177075863,1.0,0
transformer,3900,0.03118017129600048,1.0,0
transformer,3950,0.002005539368838072,1.0,0
transformer,4000,0.005008961074054241,1.0,0
transformer,4050,0.010275627486407757,1.0,0
transformer,4100,0.0019222585251554847,1.0,0
transformer,4150,0.0044590444304049015,1.0,0
transformer,4200,0.0021571689285337925,1.0,0
transformer,4250,0.0010349368676543236,1.0,0
transformer,4300,0.0024851819034665823,1.0,0
transformer,4350,0.001114031532779336,1.0,0
transformer,4400,0.01136930100619793,1.0,0
transformer,4450,0.0018798226956278086,1.0,0
transformer,4500,0.0027205785736441612,1.0,0
transformer,4550,0.009760616347193718,1.0,0
transformer,4600,0.003404495306313038,1.0,0
transformer,4650,0.00161634455434978,1.0,0
transformer,4700,0.005861254408955574,1.0,0
transformer,4750,0.03962019458413124,1.0,0
transformer,4800,0.0010882325004786253,1.0,0
transformer,4850,0.027686186134815216,1.0,0
transformer,4900,0.025381360203027725,1.0,0
transformer,4950,0.005601696670055389,1.0,0
mamba,0,4.771570682525635,0.03125,0
mamba,50,4.077412128448486,0.0625,0
mamba,100,4.0084638595581055,0.03125,0
mamba,150,4.123051166534424,0.03125,0
mamba,200,4.161083221435547,0.0,0
mamba,250,3.9721574783325195,0.03125,0
mamba,300,3.999911308288574,0.03125,0
mamba,350,4.011506080627441,0.0625,0
mamba,400,3.945096969604492,0.03125,0
mamba,450,3.9450900554656982,0.03125,0
mamba,500,3.996870756149292,0.0,0
mamba,550,3.967010498046875,0.03125,0
mamba,600,3.9641497135162354,0.03125,0
mamba,650,3.95536732673645,0.0,0
mamba,700,3.997171640396118,0.09375,0
mamba,750,4.072518825531006,0.0,0
mamba,800,3.918131113052368,0.0,0
mamba,850,3.912710428237915,0.0625,0
mamba,900,3.953533411026001,0.03125,0
mamba,950,3.9890894889831543,0.0,0
mamba,1000,4.226459980010986,0.0,0
mamba,1050,4.133134841918945,0.0,0
mamba,1100,3.9890406131744385,0.03125,0
mamba,1150,3.9569623470306396,0.0,0
mamba,1200,3.8716883659362793,0.0,0
mamba,1250,3.8280029296875,0.0625,0
mamba,1300,3.9263675212860107,0.0625,0
mamba,1350,3.920309066772461,0.0625,0
mamba,1400,3.9633712768554688,0.03125,0
mamba,1450,3.8197274208068848,0.03125,0
mamba,1500,3.985368490219116,0.0,0
mamba,1550,3.897798538208008,0.0,0
mamba,1600,3.8610823154449463,0.0,0
mamba,1650,3.956190586090088,0.03125,0
mamba,1700,3.9805796146392822,0.03125,0
mamba,1750,3.847581386566162,0.09375,0
mamba,1800,3.9484779834747314,0.03125,0
mamba,1850,3.872983455657959,0.0,0
mamba,1900,4.003047466278076,0.0,0
mamba,1950,3.9580752849578857,0.03125,0
mamba,2000,3.986717939376831,0.0,0
mamba,2050,4.03451681137085,0.03125,0
mamba,2100,3.9476876258850098,0.0,0
mamba,2150,3.8892946243286133,0.03125,0
mamba,2200,3.9465408325195312,0.0,0
mamba,2250,3.910587787628174,0.03125,0
mamba,2300,3.9046010971069336,0.0625,0
mamba,2350,3.9865100383758545,0.0,0
mamba,2400,3.9679861068725586,0.0,0
mamba,2450,3.972991704940796,0.0,0
mamba,2500,3.9221339225769043,0.03125,0
mamba,2550,3.8724076747894287,0.03125,0
mamba,2600,3.9253644943237305,0.0,0
mamba,2650,3.963257074356079,0.0,0
mamba,2700,3.967991590499878,0.0,0
mamba,2750,3.949547052383423,0.03125,0
mamba,2800,3.9121830463409424,0.03125,0
mamba,2850,4.017092227935791,0.0,0
mamba,2900,3.8502871990203857,0.03125,0
mamba,2950,3.924403190612793,0.03125,0
mamba,3000,4.359989643096924,0.0,0
mamba,3050,3.928584337234497,0.03125,0
mamba,3100,4.00185489654541,0.0,0
mamba,3150,3.972850799560547,0.0,0
mamba,3200,3.951411724090576,0.0,0
mamba,3250,3.925304889678955,0.03125,0
mamba,3300,3.9271399974823,0.0,0
mamba,3350,3.952019214630127,0.0,0
mamba,3400,3.921053409576416,0.03125,0
mamba,3450,3.9368865489959717,0.0,0
mamba,3500,3.9483072757720947,0.03125,0
mamba,3550,3.9152424335479736,0.0625,0
mamba,3600,3.978602409362793,0.0,0
mamba,3650,3.93515944480896,0.0625,0
mamba,3700,3.8490235805511475,0.0625,0
mamba,3750,3.8895843029022217,0.03125,0
mamba,3800,3.9503846168518066,0.0,0
mamba,3850,3.939793586730957,0.03125,0
mamba,3900,3.9030797481536865,0.03125,0
mamba,3950,3.9524664878845215,0.0,0
mamba,4000,3.8859715461730957,0.0625,0
mamba,4050,3.9492645263671875,0.03125,0
mamba,4100,3.901559829711914,0.0,0
mamba,4150,3.9701101779937744,0.0,0
mamba,4200,3.9661669731140137,0.0,0
mamba,4250,3.920362710952759,0.03125,0
mamba,4300,3.9235336780548096,0.03125,0
mamba,4350,3.943723440170288,0.0,0
mamba,4400,3.9501452445983887,0.0,0
mamba,4450,3.945455312728882,0.03125,0
mamba,4500,3.94879150390625,0.0,0
mamba,4550,3.951835870742798,0.0,0
mamba,4600,3.892240285873413,0.0,0
mamba,4650,3.9153549671173096,0.0,0
mamba,4700,3.905984878540039,0.0,0
mamba,4750,3.919600486755371,0.0,0
mamba,4800,3.968193292617798,0.03125,0
mamba,4850,3.9402527809143066,0.0,0
mamba,4900,3.947741746902466,0.0,0
mamba,4950,3.912116527557373,0.0,0
